deicer,treatment_level,concentration,units,replicate,seed_no,germination,set_up_date,check_date,check_time,initials,notes
beet,high,10,ml/L,1,1,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,2,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,3,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,4,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,5,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,6,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,7,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,8,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,9,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,10,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,11,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,12,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,13,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,14,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,15,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,16,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,17,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,18,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,19,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,1,20,germinated,2025-03-04,2025-03-06,4:00 PM,NG
beet,high,10,ml/L,2,1,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,2,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,3,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,4,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,5,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,6,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,7,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,8,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,9,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,10,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,11,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,12,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,13,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,14,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,15,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,16,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,17,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,18,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,19,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,2,20,germinated,2025-03-04,2025-03-06,12:50,AF
beet,high,10,ml/L,3,1,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,2,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,3,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,4,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,5,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,6,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,7,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,8,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,9,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,10,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,11,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,12,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,13,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,14,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,15,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,16,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,17,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,18,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,19,germinated,2025-03-04,2025-03-06,4:00 PM,BH
beet,high,10,ml/L,3,20,germinated,2025-03-04,2025-03-06,4:00 PM,BH
